CS(=O)(=O)Cl.OCCCBr	CS(=O)(=O)OCCCBr
O=C1CCCO1.[NH3+]CCC[NH3+]	C1CN=C2CCCN2C1
CCCN=C=S.CCCO	CCCNC(=S)OCCC
CO.CO[Na].O=C1CCCC1	COC1(OC)CCCC1
CI.Oc1cccnc1Br	COc1cccnc1Br
Nc1ccc(Br)cc1C(=O)O	Nc1ccc(Br)cc1CO
C[O-].Clc1nccc2ccoc12	COc1nccc2ccoc12
CCI.COc1nccc2ccoc12	CCc1cc2ccnc(OC)c2o1
C=O.COc1nccc2ccoc12	COc1nccc2cc(CO)oc12
COc1ccc(C=O)c(OC)n1	COc1ccc(C=O)c(O)n1
CCOC=O.NCCCCCC(=O)O	O=CCCCCCC(=O)O
C[O-].Oc1cccc2cnccc12	COc1cccc2cnccc12
COc1cccc2cnccc12	COc1cccc2c1CCNC2
Clc1cccnc1Cl.NN	NNc1ncccc1Cl
COc1cccnc1Cl.NN	COc1cccnc1NN
COc1cnccn1.II	COc1nccnc1I
Brc1cccnc1.C1CNCCN1	c1cncc(N2CCNCC2)c1
CO.O=C([O-])CCCCCBr	COC(=O)CCCCCBr
OCCCCCCCCCCO	CCCCCCCCCCO
COCCCl.COc1ccccc1N	COCCNc1ccccc1OC
CCOCCCl.COc1ccccc1N	CCOCCNc1ccccc1OC
CCCCBr.COc1ccccc1N	CCCCNc1ccccc1OC
CC(CCO)CCc1ccccc1	CC(CCO)CCC1CCCCC1
BrCCc1ccccc1.OCCNCCO	OCCN(CCO)CCc1ccccc1
Nc1ccccc1.O=C1CCCCC1	C1=Cc2ccccc2NC1
C=CC(=O)O.CCCCO	C=CC(=O)OCCCC
Brc1ccccn1.C[C@H]1CO1	C[C@H](O)Cc1ccccn1
CCOC(=O)Cc1cccc(N)n1	Nc1cccc(CCO)n1
CC(=O)SCCc1cccc(N)n1	Nc1cccc(CCS)n1
O=C(CCCl)NCc1cnccn1	ClCCc1ncc2cnccn12
N#CCC(=O)NCc1ccccn1	N#CCc1ncc2ccccn12
O=C1OC(=O)C2CC=CCC12	O=C1OCC2CC=CCC12
C=CCC1=CC=CC1.[Li]C	[Li]C1(CC=C)C=CC=C1
COc1ccccc1SC(F)(F)F	Oc1ccccc1SC(F)(F)F
CC(C[NH-])Cc1ccccc1	CC(CN)Cc1ccccc1
CC1CCC(C=O)C(C)(C)C1	CC1CCC(CO)C(C)(C)C1
CCOC(=O)c1cc(C=O)on1	O=Cc1cc(C(=O)O)no1
CC(C)=O.Cc1ccccc1C=O	CC(=O)C=Cc1ccccc1C
CC(=O)Cl.NCc1ccccc1	CC(=O)NCc1ccccc1
COCCO.COCCOCC1CO1	COCCOCC(O)COCCOC
Br.OCC(CO)(CO)CO	OCC(CO)(CO)CBr
OCC(CO)(CO)CBr.[C-]#N	N#CCC(CO)(CO)CO
COc1ccc(C)c(OC)c1	Cc1ccc(O)cc1O
COC(=O)CCN1CCOCC1	O=C(O)CCN1CCOCC1
NC(CCc1ccccc1)C(=O)O	NC(CO)CCc1ccccc1
CC(C)Br.Oc1ccc(Br)cc1	CC(C)Oc1ccc(Br)cc1
Brc1ccsc1.OC1CCCC1	c1cc(OC2CCCC2)cs1
Brc1cccs1.OC1CCCC1	c1csc(OC2CCCC2)c1
CCc1ccsc1.O=C([O-])O	CCc1csc(C=O)c1
CCOC(=O)Cc1cc(Br)cs1	O=C(O)Cc1cc(Br)cs1
CCOC(=O)Cc1csc(S)n1	O=C(O)Cc1csc(S)n1
CCNCC.O=CCC1CCCCC1	C=C(C=O)C1CCCCC1
C/C(N)=C(\C#N)C(N)=S	Cc1nsc(N)c1C#N
CC(CO)Cc1ccccc1	CC(CO)CC1CCCCC1
C#CCCCCl.CC[Zn]CC	CC[Zn]C=CCCCCl
O=C(O)c1cc2ccccc2o1	OCc1cc2ccccc2o1
ClCl.O=Cc1ccc(F)cc1	O=C(Cl)c1ccc(F)cc1
Cc1ccc(C)c(OC=O)c1	Cc1ccc(C)c(O)c1
CCC(CO)(CO)CO	CCC(CO)(CO)CO
CCC(CO)(CO)CO	CCC(CO)(CO)CO
Nc1cc(C(=O)O)ccc1F	Nc1cc(CO)ccc1F
Nc1cc(CO)ccc1F.[I-]	OCc1ccc(F)c(I)c1
CCO[Si](OCC)(OCC)OCC	CCO[Si](OCC)(OCC)OCC
CCOC(C)=O.Cc1ccccc1	COC(=O)Cc1ccc(C)cc1
CC(=O)Cl.Cc1nnsc1CO	CC(=O)OCc1snnc1C
Cc1nnsc1CO.Sc1ccccc1	Cc1nnsc1CSc1ccccc1
Cc1cccc(C=O)c1O.NO	Cc1cccc(C#N)c1O
COC(=O)c1ccc(OC)cc1F	COc1ccc(CO)c(F)c1
COC(=O)c1ccc(F)cc1OC	COc1cc(F)ccc1CO
CC(C)CC(N)C(=O)O.[Br-]	CC(C)CC(Br)C(=O)O
O=C(O)c1ccc(I)cc1O	OCc1ccc(I)cc1O
C1=CCCC=CCCC=CCC1	C1=CCCCCCCCCCC1
COCCBr.Oc1ccccc1	COCCOc1ccccc1
COc1ccc2ccnc(N)c2c1	Nc1nccc2ccc(O)cc12
COc1ccc2ccnc(N)c2c1	Nc1nccc2occc12
N#Cc1cc2c(N)nccc2o1	NCc1cc2c(N)nccc2o1
COC(=O)c1cc(O)ccc1OC	COc1ccc(O)cc1C(=O)O
CC(c1ccc(O)cc1)C(F)F	CC(C(F)F)C1CCC(O)CC1
O=Cc1c(Cl)cncc1Cl	OCc1c(Cl)cncc1Cl
NO.O=C1CCc2ccccc2CC1	ONC1CCc2ccccc2CC1
NC1Cc2ccc(Br)cc2C1	NC1Cc2ccc(Br)cc2C1
C=C(C)C(=O)Cl.CNCCN	C=C(C)C(=O)NCCN
O=C([O-])c1cccnc1O	O=C(O)c1cccnc1O
Clc1nnc(Cl)c2ccccc12	c1ccc2cnncc2c1
CCOCCl.c1nc[nH]n1	CCOCn1cncn1
O=C(O)c1ccc(I)cc1	O=Cc1ccc(I)cc1
CCOc1noc(C(=O)O)c1C	Cc1c(O)noc1C(=O)O
C/C=C/C(=O)O.NCCO	CC(CC(=O)O)NCCO
COCCl.Oc1ccc(I)cc1	COCOc1ccc(I)cc1
O=C1c2ccccc2C(=O)N1O	O=Cc1ccccc1C=O
O=C1c2ccccc2C(=O)N1O	O=Cc1ccccc1C=O
O=C1c2ccccc2C(=O)N1O	O=Cc1ccccc1C=O
CCCCCCCCCCBr.CCO	CCCCCCCCCCCCBr
NC(=O)c1ncc(Cl)cc1F	N#Cc1ncc(Cl)cc1F
NCc1nc2ccccc2[nH]1	NCc1nc2ccccc2[nH]1
CC(C)=O.OCCCCCCCBr	O=C(O)CCCCCCBr
CC(C)=O.OCCCCCCCCCBr	O=C(O)CCCCCCCCBr
CCOC(=O)C(C)(C)CCCCl	CC(C)(CCCCl)C(=O)O
CCCCCCCN.O=C1CCCCCO1	CCCCCCCNC(=O)CCCCCO
CCOC(=O)C(C)C(=O)OCC	CCOC(=O)C(C)C(=O)O
CCOC(=O)c1sc(C)nc1C	Cc1nc(C)c(CO)s1
C=Cc1ccc(OC(C)=O)cc1	C#Cc1ccc(O)cc1
C=CCBr.O=Cc1ccccc1	C=CCC(O)c1ccccc1
ClCc1ccc(Cl)cc1.NCCO	OCCNCc1ccc(Cl)cc1
COc1ccccc1O.[I-]	COc1cc(I)ccc1O
COc1ccccc1O.ClCC1CO1	COc1ccccc1OCC1CO1
O=C(O)c1cccc2ccccc12	O=C(O)c1cccc2c1CCCC2
CCOCCl.c1c[nH]cn1	CCOCn1ccnc1
O=Cc1cccc(F)c1.OCCO	Fc1cccc(C2OCCO2)c1
CCCCCCCCOCC1CO1.O	CCCCCCCCOCC(O)CO
CC(C)CCOCC1CO1.O	CC(C)CCOCC(O)CO
Cc1ccc(C)c2c1CCC2=O	Cc1ccc(C)c2c1C=CC2
Cc1ccc2cccc(O)c2n1	CC1CCc2cccc(O)c2N1
BrBr.Fc1cccc2ccccc12	Fc1ccc(Br)c2ccccc12
C[S-].Cc1c(Cl)cccc1Cl	CSc1cccc(Cl)c1C
O=C1CCC2(CC1)OCCO2	OC1CCC2(CC1)OCCO2
BrBr.Oc1cccc(O)c1	Oc1cccc(O)c1Br
C=O.CC(CO)(CO)C(=O)O	CC1(C(=O)O)COCOC1
C=CCC(CCOC)C(=O)OCC	C=CCC(CO)CCOC
N#CC1(N)CCCC1.O=CO	N#CC1(NC=O)CCCC1
COc1ccc(C)c(C=O)c1	Cc1ccc(O)cc1C=O
BrBr.COc1cccc(C=O)c1	COc1ccc(Br)c(C=O)c1
Cc1cc(O)c(C)c(C)c1O	Cc1cc(O)c(C)c(C)c1O
O=C(O)CCl.Sc1ccco1	O=C(O)Cc1cccs1
C#CC(N)CC(=O)OCC	C#CC(N)CC(=O)OCC
CCCCCCCCBr.c1cc[cH-]c1	CCCCCCCCC1=CC=CC1
CCCC(=O)Cl.OCCO	CCCC(=O)OCCO
CCCC(=O)OCC(OCC)OCC	CCCC(=O)OCC=O
O=C(OO)c1cccc(Cl)c1	O=C(OO)c1ccccc1
CO.NCCCCCCCC(=O)O	COC(=O)CCCCCCCN
ClCc1ccc2ccccc2n1	ClCc1ccc2ccccc2n1
N#CCC(=O)C1CC1.NN	Nc1cc(C2CC2)n[nH]1
CN1CCNCC1.OCCCl	CN1CCN(CCO)CC1
O=C(O)C=Cc1cccs1	O=C(O)CCc1cccs1
CI.O=c1cccc(Cl)[nH]1	Cn1c(Cl)cccc1=O
CC1(C)C=CC(=O)C1.II	CC1(C)C=C(I)C(=O)C1
CNC(=O)c1ccncc1.II	CNC(=O)c1ccncc1I
NO.O=Cc1ccccc1	ON=Cc1ccccc1
COc1ccccc1OCCCC(=O)O	COc1cccc2c1OCCCC2=O
COC(=O)C1COCCN1	O=C(O)C1COCCN1
C#CCCOC1CCCCO1.C=O	OCC#CCCOC1CCCCO1
CCOC(=O)CC1=CCOCC1	CCOC(=O)CC1CCOCC1
CCOC(=O)C(F)(F)Cl.CS	CCOC(=O)C(F)(F)SC
CSc1c(C#N)c(N)nn1C	CSc1cc(N)nn1C
Brc1cccnc1.C=CCC(C)O	CC(O)C/C=C/c1cccnc1
CC(C)O.Nc1cncc(Br)c1	CC(C)Oc1cncc(Br)c1
Brc1cncc(Br)c1.C[O-]	COc1cncc(Br)c1
Brc1cncc(Br)c1.CCO	CCOc1cncc(Br)c1
BrCc1ccc(Br)cc1.COCCO	COCCOCc1ccc(Br)cc1
CN.Cc1occc(=O)c1O	Cc1c(O)c(=O)ccn1C
Cc1occc(=O)c1O.N	CC1=NC=CC(=O)C1O
CN.O=c1cc(CO)occ1O	Cn1cc(O)c(=O)cc1CO
Brc1cncc(Br)c1.COC=O	O=Cc1c(Br)cncc1Br
CN.O=Cc1ccccc1Br	CNCc1ccccc1Br
Nc1ccccc1C(=O)O.O=CO	O=CNc1ccccc1C(=O)O
Fc1cc(F)cc(CBr)c1	Cc1cc(F)cc(F)c1
Fc1cc(F)c(F)c(CBr)c1	Cc1cc(F)cc(F)c1F
BrBr.Cc1cc(F)ccc1F	Cc1cc(F)c(Br)cc1F
CCCCI.COc1cccc(OC)c1	CCCCc1c(OC)cccc1OC
N#Cc1ccc(N)cc1.NCCO	Nc1ccc(C2=NCCO2)cc1
CI.N#Cc1ccc(N)cc1	CNc1ccc(C#N)cc1
C1=CCCCC1.CC#N.O	CC(=O)NC1C=CCCC1
Brc1ccccc1.CN(C)N	CN(C)Nc1ccccc1
Brc1ccccc1.CCNNCC	CCNN(CC)c1ccccc1
Fc1cccc(F)n1.NC=O	O=CNc1cccc(F)n1
Nc1cccc(F)n1.O=CCCl	Fc1cccc2nccn12
N#Cc1ccc(CCCO)cc1	N#Cc1ccc(CCCO)cc1
CCI.Oc1ccc(Br)cc1Cl	CCOc1ccc(Br)cc1Cl
COc1ccc(Br)cc1OC	Oc1ccc(Br)cc1O
COCCCl.Oc1ccc(Br)cc1	COCCOc1ccc(Br)cc1
BrBr.c1ccc2c(c1)OCCO2	Brc1ccc2c(c1)OCCO2
BrBr.c1ccc2c(c1)CCO2	Brc1ccc2c(c1)CCO2
CI.OCc1ccc(Br)cc1	COCc1ccc(Br)cc1
CI.OCCc1ccc(Br)cc1	COCCc1ccc(Br)cc1
CCOCCCl.Oc1ccc(Br)cc1	CCOCCOc1ccc(Br)cc1
CSCCCl.Oc1ccc(Br)cc1	CSCCOc1ccc(Br)cc1
COCCl.Oc1ccc(Br)cc1	COCOc1ccc(Br)cc1
CCI.O=Cc1cc(Br)ccc1O	CCOc1ccc(Br)cc1C=O
OCCBr.Oc1ccc(Br)cc1	OCCOc1ccc(Br)cc1
CCI.OCc1ccc(Br)cc1	CCOCc1ccc(Br)cc1
OCCCBr.Oc1ccc(Br)cc1	OCCCOc1ccc(Br)cc1
CCCBr.Oc1cccc(Br)c1	CCCOc1cccc(Br)c1
CCCBr.Oc1ccccc1Br	CCCOc1ccccc1Br
CCCOCCBr.Oc1ccccc1Br	CCCOCCOc1ccccc1Br
CCOCCBr.Oc1ccccc1Br	CCOCCOc1ccccc1Br
CCI.Oc1ccccc1Br	CCOc1ccccc1Br
COc1ccc2occc2c1	Oc1ccc2occc2c1
COc1ccc2ccoc2c1	Oc1ccc2ccoc2c1
COc1cccc2ccoc12	Oc1cccc2ccoc12
CCCBr.Oc1cccc2ccoc12	CCCOc1cccc2ccoc12
COc1ccccc1N1CCNCC1	COc1ccccc1N1CCNCC1
BrBr.COc1cccc(CCO)c1	COc1ccc(Br)c(CCO)c1
C1CCOC1.CCO.CCOCC	O=Cc1ccc(O)cc1
C=CC(=C)C.C=COC(C)=O	C=CC(C)CC=COC(C)=O
C=CC(=C)C.C=COC(C)=O	C=CC(C)CC=COC(C)=O
N#C[S-].Nc1cccc(F)c1	N#CSc1ccc(N)cc1F
BrBr.Fc1cc(Cl)cc(Cl)c1	Fc1cc(Cl)c(Br)c(Cl)c1
C#CC1=CCCCC1.C=O	OCC#CC1=CCCCC1
BrBr.Cc1cccc(C)c1C#N	Cc1ccc(Br)c(C)c1C#N
Cc1ccc(CO)cc1C.II	Cc1cc(I)c(CO)cc1C
BrBr.CCc1ccc(O)cc1	CCc1ccc(O)c(Br)c1
CCc1ccccc1O.COC(Cl)Cl	CCc1cc(C=O)ccc1O
CCc1ccccc1O.II	CCc1cc(I)ccc1O
O=C(O)CNCP(=O)(O)O	O=C(O)CNCP(=O)(O)O
CC1=CC(=O)CCC1.OCCO	CC1=CCCC2(C1)OCCO2
CC(C)=O.NCCCCO	CC(C)NCCCCO
O=Cc1cc(Cl)ccc1F	OCc1cc(Cl)ccc1F
CNC.Fc1ccc(Br)cc1CBr	CN(C)Cc1cc(Br)ccc1F
CN.Fc1ccc(Br)cc1CBr	CNCc1cc(Br)ccc1F
COc1ccccc1NC=O	CNc1ccccc1OC
C=CC#N.NCCCc1ccccc1	N#CCCNCCCc1ccccc1
O=C(O)/C=C/c1cnc[nH]1	O=C(O)CCc1c[nH]cn1
CCCCCCCC=Cc1c[nH]cn1	CCCCCCCCCc1c[nH]cn1
Cc1cccc(C)c1NCC(=O)O	Cc1cccc(C)c1NCC(=O)O
CC(C)(C)N.CC(C)CBr	CC(C)CNC(C)(C)C
CC(C)CNC(C)(C)C.O=CO	CC(C)CN(C)C(C)(C)C
CN.COC(=O)NN=C(OC)OC	COc1n[nH]c(=O)n1C
O=C1COc2ccccc2N1	c1ccc2c(c1)NCCO2
CNOC.O=C(O)CC1CCCC1	CON(C)C(=O)CC1CCCC1
OCCCCc1ccccc1.[Br-]	BrCCCCc1ccccc1
CCC(=O)CBr.Nc1ccccn1	CCc1cn2ccccc2n1
BrBr.CCc1cn2ccccc2n1	CCc1nc2ccccn2c1Br
CCCCCCCl.Cl[SiH](Cl)Cl	CCCCCC[Si](Cl)(Cl)Cl
O=C(O)CCCC[C@@H]1CCSS1	O=C(O)CCCC[C@@H](S)CCS
CC(C)=CC(=O)O.CCO	CCOC(=O)C=C(C)C
Cc1ccc(C(=O)NCCO)cc1	Cc1ccc(C2=NCCO2)cc1
C#CCN(C)C.O=C=O	CN(C)CC#CC(=O)O
C#CCN(CC)CC.O=C=O	CCN(CC)CC#CC(=O)O
C#CCBr.CCN1CCNCC1	C#CCN1CCN(CC)CC1
C#CCBr.COCCNCCOC	C#CCN(CCOC)CCOC
C#CCBr.CN1CCNCC1	C#CCN1CCN(C)CC1
C#CCBr.CNCCOC	C#CCN(C)CCOC
C#CCN(C)CCOC.O=C=O	COCCN(C)CC#CC(=O)O
C#CCN(C)C(C)C.O=C=O	CC(C)N(C)CC#CC(=O)O
C#CCN(C)CC=C.O=C=O	C=CCN(C)CC#CC(=O)O
CC(C)(C)S.O=C(O)CS	CC(C)(C)SSCC(=O)O
CC(C)CS.O=C(O)CS	CC(C)CSSCC(=O)O
CC(C)S.O=C(O)CS	CC(C)SSCC(=O)O
CCOC(=O)OCC.NCCN	CCOC(=O)NCCN
COc1cc(Br)cc(C=O)c1O	O=Cc1cc(Br)cc(O)c1O
CC(=O)CCc1ccccc1	CCCCCCC(C)=O
Fc1cc(I)ccc1CBr.[C-]#N	N#CCc1ccc(I)cc1F
COC(=O)c1ccc(Br)cc1C	Cc1cc(Br)ccc1CO
CCOC(=O)C(C)=O.NO	CCOC(=O)/C(C)=N/O
Nc1ccccn1.O=C(CCl)CCl	ClCc1cn2ccccc2n1
COCCl.O=Cc1ccc(O)cc1	COCOc1ccc(CO)cc1
FCCCC=Cc1cccc(F)c1	FCCCCCc1cccc(F)c1
Cl.Nc1c(Cl)cc(Cl)cc1Br	Clc1cc(Cl)c(Cl)c(Br)c1
N.Nc1cnc(Br)c(Cl)n1	Nc1cnc(Br)c(N)n1
Cc1ccccc1[N+](=O)[O-]	Cc1ccccc1NO
Cc1ccccc1[N+](=O)[O-]	Cc1ccccc1NO
C1CCNC1.O=C(Cl)CCl	O=C(CCl)N1CCCC1
BrCC1CC1.OCc1ncccc1O	OCc1ncccc1OCC1CC1
CC(=O)OCc1cccc(C)n1	Cc1cccc(CO)n1
CCOCOCC.OCC(Cl)CCl	CCOCOCC(Cl)CCl
CCCCCCCCCCCCI.CNCCO	CCCCCCCCCCCCN(C)CCO
BrCCBr.Oc1ccc(I)cc1	BrCCOc1ccc(I)cc1
CCCCCCCCCCCCNCCO.CCI	CCCCCCCCCCCCN(CC)CCO
CCCCCCCCCCCCS.OCCBr	CCCCCCCCCCCCSCCO
C=CCBr.Oc1cc(F)ccc1F	C=CCOc1cc(F)ccc1F
CCCCCCCCO.N#CCBr	CCCCCCCCOCC#N
C=Cc1ccc(O)cc1	C#Cc1ccc(O)cc1
C=Cc1ccc(O)cc1	C#Cc1ccc(O)cc1
C=Cc1ccc(O)cc1	C#Cc1ccc(O)cc1
C=Cc1ccc(O)cc1	C#Cc1ccc(O)cc1
C=Cc1ccc(O)cc1	C#Cc1ccc(O)cc1
C=Cc1ccc(O)cc1	C#Cc1ccc(O)cc1
C=Cc1ccc(O)cc1	C#Cc1ccc(O)cc1
C=Cc1ccc(O)cc1	C#Cc1ccc(O)cc1
C=CCCCCCC[SiH3]	CCCCCCC=C[SiH3]
OCCc1ccccn1	OCCC1CCCCN1
OCCc1ccccn1	OCCC1CCCCN1
OCCc1ccccn1	OCCC1CCCCN1
Br[Mg]c1ccccc1.CCOCC	C[C@@H](O)c1ccccc1
N.N#CCCCCCN=C=S	N#CCCCCCNC(N)=S
BrC1CC1.O=C1CCCC1	OC1(C2CC2)CCCC1
O=C(O)C1CCc2ccccc21	OCC1CCc2ccccc21
OCCC1Cc2ccccc2C1.[I-]	ICCC1Cc2ccccc2C1
COC(=O)C1(C)CC1(Br)Br	CC1(C(=O)O)CC1(Br)Br
ClCCl.O=Cc1cccc(Cl)c1	Clc1cccc(C2CO2)c1
N#Cc1ccc(CN)cc1.O	N#Cc1ccc(C=O)cc1
C=O.N#Cc1cccc(CN)c1	N#Cc1cccc(C=O)c1
N#Cc1cccc(C#N)c1	N#Cc1cccc(CN)c1
N#Cc1ccc(C#N)cc1	N#Cc1ccc(CN)cc1
Nc1cc(C(=O)O)ccc1F	Nc1cc(CO)ccc1F
Cc1c(C#N)sc(Br)c1Br	Cc1c(Br)csc1C#N
Cc1c(C#N)sc(Br)c1Br	Cc1c(Br)csc1C#N
BrBr.CCOC(=O)c1sccc1C	CCOC(=O)c1scc(Br)c1C
CCOC(=O)c1scc(Br)c1C	Cc1c(Br)csc1C(=O)O
COC(=O)OC.Cc1ccsc1Br	COC(=O)c1sccc1C
N#Cc1c(N)cc(N)nc1Br	N#Cc1cnc(N)cc1N
C1COCCN1.OCCCBr	OCCCN1CCOCC1
O=c1[nH]cnc2ccccc12	c1ccc2ncncc2c1
COC(=O)c1cccc(OC)c1C	COc1cccc(CO)c1C
O=Cc1cc(Br)cs1.[Li]C	CC(O)c1cc(Br)cs1
C#CCCCCCCOC1CCCCO1	C#CCCCCCCO
Nc1c(Br)cccc1Br.OO	O=Nc1c(Br)cccc1Br
CNC.N#Cc1cccc(CBr)c1	CN(C)Cc1cccc(C#N)c1
CNC.Clc1ccc(OCCBr)cc1	CN(C)CCOc1ccc(Cl)cc1
O=C(O)CCC(=O)N1CCCC1	OCCCCN1CCCC1
BrCCCCBr.CC(C)(N)CO	CC(C)(CO)N1CCCC1
Brc1ccc(Br)nc1.CCO	CCc1ccc(Br)cn1
O=C(OO)c1cccc(Cl)c1	O=C(O)c1cccc(Cl)c1
O=Cc1ccc(Br)cc1.OCCO	Brc1ccc(C2OCCO2)cc1
C1CCNCC1.C=CCBr	C=CCN1CCCCC1
C1CCCNCC1.C=CCBr	C=CCN1CCCCCC1
C=CCBr.OC1CCNCC1	C=CCN1CCC(O)CC1
CC1(C)CO1.CCCC=NCCCC	CCCCN1CC(C)(C)OC1CCC
CC(=O)CC(C#N)C#N.CO	COc1[nH]c(C)cc1C#N
C=CCCCCCCCC.OO	CCCCCCCCC1CO1
CCCO.N#CCC(=O)O	CCCOC(=O)CC#N
CC(C)O.N#CCC(=O)O	CC(C)OC(=O)CC#N
CCO.O=C1CCC(=O)N1	CCOC1CCC(=O)N1
ClCl.Clc1nc2ccccc2o1	Clc1ccc2nc(Cl)oc2c1
CCNC1CCOCC1.O=C(Cl)Cl	CCN(C(=O)Cl)C1CCOCC1
CNC1CCSCC1.O=C(Cl)Cl	CN(C(=O)Cl)C1CCSCC1
CCCN.Cc1csc(C)c1O	CCCNc1c(C)csc1C
CNC1CCOCC1.O=C(Cl)Cl	CN(C(=O)Cl)C1CCOCC1
CCC(=O)Cl.NC1CCOC1	CCC(=O)NC1CCOC1
CCC(=O)NC1CCOC1	CCCNC1CCOC1
NCc1ccc2cccc(O)c2n1	c1ccc2ncccc2c1
Cc1nc(N)ccc1Br.N#C[Cu]	Cc1nc(N)ccc1C#N
CC1c2cccc(N)c2C=CN1C	CC1c2cccc(N)c2CCN1C
C=CC(=C)C.CC(=O)O	CC(=O)OCC=C(C)C
O=C(CCCl)Oc1ccccc1Cl	O=C(CCCl)Oc1ccccc1Cl
Brc1cccs1.Brc1ccncc1	c1csc(-c2ccncc2)c1
C/C=C/CN.COC(=O)CBr	C/C=C/CNCC(=O)OC
CCCBr.COC(=O)CN	CCCNCC(=O)OC
COC(=O)Cl.OCC(CO)CO	COC(=O)OCC(CO)CO
Fc1cccc(C2=NCCC2)c1	Fc1cccc(C2CCCN2)c1
C1=CCCC=CCC1.C=CCCCC	CCCCC=CCCCC
NCCCC[C@H](N)C(=O)O	NCCCC[C@H](N)C(=O)O
C=CCBr.Nc1ccc(Br)cc1	C=CCc1ccc(Br)cc1
O=C(Cl)Oc1ccccc1.[F-]	O=C(F)Oc1ccccc1
CC(C)NC(C)C.ClB(Cl)Cl	CC(C)N(B(Cl)Cl)C(C)C
O=Cc1cc(F)cc(F)c1	OCc1cc(F)cc(F)c1
Br.OCc1cc(F)cc(F)c1	Fc1cc(F)cc(CBr)c1
NC(=O)c1ccc(N)nc1	NCc1ccc(N)nc1
CSc1ccc(CC(=O)O)cc1	CSc1ccc(CCO)cc1
CCCCCCC(Br)C(=O)OCC	CCCCCCCC(=O)OCC
CCCCc1ccc(C#N)cc1	CCCCc1ccc(CN)cc1
Br.CCCCc1ccc(CO)cc1	CCCCc1ccc(CBr)cc1
BrBr.C=Cc1ccc(CO)cc1	C=Cc1ccc(CBr)cc1
BrCCCCBr.CCOC(=O)CO	CCOC(=O)COCCCCBr
O=C(O)CC1CCc2ccccc21	OCCC1CCc2ccccc21
CCCCOc1ccc(C#N)cc1	CCCCOc1ccc(CN)cc1
C=CCO.Clc1cccc(I)c1	O=CCCc1cccc(Cl)c1
N#CCO.O.O=C1COCCN1	N#CCNCCOCC(=O)O
O=Cc1ccc2ccccc2c1Br	OCc1ccc2ccccc2c1Br
O=Cc1ccc2ccccc2c1Br	OCc1ccc2ccccc2c1Br
CCCCCCCCC(=O)Cl.CON	CCCCCCCCC(=O)NOC
CN1CCNCC1.OCCBr	CN1CCN(CCO)CC1
COc1cccc(CCl)c1.NN	COc1cccc(CNN)c1
BrBr.COC(=O)c1ccccc1O	COC(=O)c1cc(Br)ccc1O
C=CC(=O)Cl.Nc1ccccc1	C=CC(=O)Nc1ccccc1
BrBr.COc1ccccc1N	COc1c(N)cccc1Br
CO.Nc1c(O)cccc1Br	Brc1cccc2ocnc12
CC(C)Br.Oc1ccccc1Br	CC(C)Oc1ccccc1Br
Cc1ccc(I)c(C(=O)O)c1	Cc1ccc(I)c(CO)c1
NO.O=Cc1ccc(O)cc1	ON=Cc1ccc(O)cc1
CCOc1ccc(Br)cc1CCO	OCCc1cc(Br)ccc1O
COC(=O)c1ccc(Br)cc1C	Cc1cc(Br)ccc1CO
C[O-].N#Cc1c(F)cccc1Cl	COc1cccc(Cl)c1C#N
O=C1Cc2cccnc2N1	O=C1Cc2cccnc2N1
O=Cc1ccccc1[N+](=O)[O-]	Nc1ccccc1C=O
BrBr.Cc1cc2ccccc2cn1	Cc1ncc2ccccc2c1Br
CO.Nc1ccc(C(=O)O)cn1	COC(=O)c1ccc(N)nc1
COC(=O)CBr.Sc1cccs1	COC(=O)CSc1cccs1
CCOC(=O)C=C1CCOCC1	CCOC(=O)CC1CCOCC1
OCC1(O)COc2ccccc2OC1	O=C1COc2ccccc2OC1
CSc1ccc(C=O)cc1F	CSc1ccc(CO)cc1F
CC(=O)Cl.CCc1ccccc1O	CCc1cc(C(C)=O)ccc1O
COC(=O)c1cnccn1.NN	NNC(=O)c1cnccn1
COC(=O)c1nc(C)cs1.NN	Cc1csc(C(=O)NN)n1
C=O.CCCC(C)C=O	CCCC(C)(CO)CO
Nc1cccc2[nH]nnc12.[Br-]	Nc1ccc(Br)c2[nH]nnc12
O=CCCCCCO.[NH4+]	NC(=O)CCCCCO
O=CCCCCCO.O=O	O=C(O)CCCCCO
O=CCCCCCO.[NH4+]	NC(=O)CCCCCO
C1CCCOCCC1.CC1OC1C	c1ccc2c(c1)CCOC2
Cc1cnnc2ccccc12	CC(CN)c1ccccc1N
N#Cc1ncccc1N=[N+]=[N-]	N#Cc1ncccc1N
COC=O.Clc1cncc(Cl)c1	O=Cc1c(Cl)cncc1Cl
COc1ccc2c(C)n[nH]c2c1	Cc1n[nH]c2cc(O)ccc12
C1=CC(c2ccccc2)CCN1	c1ccc(C2CCNCC2)cc1
C=CCN.C[Si](C)(C)CCl	C=CCNC[Si](C)(C)C
O=Cc1cccc2c1OCO2.[OH-]	O=C(O)c1cccc2c1OCO2
O=C(O)C=Cc1ccc(F)cc1	OCCCc1ccc(F)cc1
COC(=O)c1cccc2c1OCC2	COC(=O)c1cccc2ccoc12
COC(=O)c1cccc2ccoc12	O=C(O)c1cccc2ccoc12
CCc1c(C)cccc1C(=O)OC	CCc1c(C)cccc1C(=O)O
